,Year,Month,Day,Week,Holiday,Celebration,LOWTEMP,HIGHTEMP,SKY,STOREID,PRODUCTID,ENTRY,COVID19,TARGET
407,2020,02,13,4,0,0,11,10,36,12,141691,73869,9,22.413
408,2020,02,14,5,0,0,11,10,32,12,141691,74601,10,30.708
409,2020,02,15,6,0,26,3,11,6,12,141691,72159,10,31.279
410,2020,02,16,7,1,37,30,2,36,12,141691,78055,10,73.57
411,2020,02,17,1,0,0,30,0,34,12,141691,68430,10,43.59
412,2020,02,18,2,0,0,3,3,34,12,141691,66117,11,38.106
413,2020,02,19,3,0,0,5,8,9,12,141691,61370,11,34.612
414,2020,02,20,4,0,0,8,9,37,12,141691,57931,15,20.337
415,2020,02,21,5,0,0,7,11,25,12,141691,54738,15,18.549
416,2020,02,22,6,1,36,9,10,36,12,141691,57787,16,67.041
417,2020,02,23,7,1,37,11,10,5,12,141691,60096,17,51.717
418,2020,02,24,1,0,0,9,12,9,12,141691,50763,17,27.364
419,2020,02,25,2,0,0,11,12,25,12,141691,44262,17,30.192
420,2020,02,26,3,0,0,9,11,8,12,141691,39918,17,28.797
421,2020,02,27,4,0,0,11,8,36,12,141691,37274,17,23.478
422,2020,02,28,5,1,2,9,11,32,12,141691,34786,16,23.956
423,2020,02,29,6,1,36,11,10,36,12,141691,36221,16,51.671
424,2020,03,01,7,1,37,7,10,36,12,141691,35316,18,55.696
425,2020,03,02,1,0,0,9,7,32,12,141691,31261,20,57.312
426,2020,03,03,2,0,0,9,9,5,12,141691,29726,20,35.229
427,2020,03,04,3,0,0,7,8,33,12,141691,26435,21,26.531
428,2020,03,05,4,0,0,7,6,36,12,141691,24940,22,34.787
429,2020,03,06,5,0,0,11,11,8,12,141691,24225,24,25.465
430,2020,03,07,6,1,36,13,10,34,12,141691,24592,24,64.272
431,2020,03,08,7,1,14,13,11,37,12,141691,24365,26,71.838
432,2020,03,09,1,0,0,9,12,7,12,141691,17929,25,48.928
433,2020,03,10,2,0,0,7,6,34,12,141691,16917,26,29.519
434,2020,03,11,3,0,0,9,7,36,12,141691,15424,27,26.351
435,2020,03,12,4,0,0,11,10,32,12,141691,14112,27,24.583
436,2020,03,13,5,0,0,8,10,36,12,141691,14805,28,18.193
437,2020,03,14,6,1,36,4,5,37,12,141691,16181,30,48.68
438,2020,03,15,7,1,37,5,8,25,12,141691,16310,31,64.199
439,2020,03,16,1,0,0,8,10,25,12,141691,12284,29,44.025
440,2020,03,17,2,0,0,9,10,10,12,141691,11827,30,33.282
441,2020,03,18,3,0,0,11,9,36,12,141691,10026,30,39.707
442,2020,03,19,4,0,0,13,10,36,12,141691,9291,32,40.248
443,2020,03,20,5,0,0,13,10,5,12,141691,8858,33,52.795
444,2020,03,21,6,1,36,15,12,5,12,141691,9504,33,76.517
445,2020,03,22,7,1,37,13,15,10,12,141691,10699,32,81.069
446,2020,03,23,1,0,0,13,10,34,12,141691,8072,30,21.922
447,2020,03,24,2,0,0,15,12,36,12,141691,8065,30,60.519
448,2020,03,25,3,0,0,17,13,36,12,141691,7581,31,32.099
449,2020,03,26,4,0,0,17,14,36,12,141691,7702,29,25.445
450,2020,03,27,5,0,0,11,13,36,12,141691,7550,30,32.658
451,2020,03,28,6,1,36,7,10,36,12,141691,9277,33,60.629
452,2020,03,29,7,1,40,11,9,34,12,141691,10785,39,39.995
453,2020,03,30,1,0,0,13,10,8,12,141691,8294,47,27.602
454,2020,03,31,2,0,0,13,11,36,12,141691,8423,55,36.971
455,2020,04,01,3,0,0,9,9,36,12,141691,8508,78,32.524
456,2020,04,02,4,1,3,11,10,17,12,141691,6511,82,52.88
457,2020,04,03,5,1,25,13,11,17,12,141691,5607,109,37.706
458,2020,04,04,6,1,8,11,9,17,12,141691,4965,125,45.749
459,2020,04,05,7,1,37,11,9,20,12,141691,4413,141,41.178
460,2020,04,06,1,0,0,11,10,0,12,141691,3006,167,24.838
461,2020,04,07,2,0,0,9,9,32,12,141691,2986,186,35.916
462,2020,04,08,3,0,0,9,10,8,12,141691,2776,206,21.145
463,2020,04,09,4,0,0,11,11,34,12,141691,2792,223,20.036
464,2020,04,10,5,0,0,11,13,27,12,141691,2303,238,25.385
465,2020,04,11,6,1,36,7,12,33,12,141691,1922,253,75.965
466,2020,04,12,7,1,37,4,6,37,12,141691,1761,268,80.262
467,2020,04,13,1,0,0,5,9,5,12,141691,1959,267,29.495
468,2020,04,14,2,0,0,9,9,32,12,141691,1799,283,27.808
469,2020,04,15,3,0,0,8,11,34,12,141691,1588,290,21.634
470,2020,04,16,4,0,0,11,14,9,12,141691,1374,294,24.847
471,2020,04,17,5,0,0,13,14,25,12,141691,1019,298,25.433
472,2020,04,18,6,1,36,17,13,32,12,141691,629,305,76.131
473,2020,04,19,7,1,37,17,14,34,12,141691,1121,313,84.976
474,2020,04,20,1,0,0,15,12,34,12,141691,706,316,26.656
475,2020,04,21,2,0,0,11,13,36,12,141691,700,319,32.014
476,2020,04,22,3,0,0,11,9,33,12,141691,653,318,24.655
477,2020,04,23,4,0,0,9,9,33,12,141691,681,313,19.743
478,2020,04,24,5,0,0,11,7,36,12,141691,867,291,25.521
479,2020,04,25,6,1,36,13,11,36,12,141691,784,286,59.22
480,2020,04,26,7,1,37,15,11,32,12,141691,1262,279,56.866
481,2020,04,27,1,0,0,13,12,34,12,141691,602,284,22.038
482,2020,04,28,2,0,0,13,14,5,12,141691,371,269,26.372
483,2020,04,29,3,0,0,13,15,9,12,141691,777,271,16.16
484,2020,04,30,4,0,0,15,14,27,12,141691,653,240,26.694
485,2020,05,01,5,0,9,17,14,5,12,141691,851,229,42.579
486,2020,05,02,6,1,36,18,15,34,12,141691,714,220,38.183
487,2020,05,03,7,1,37,20,18,9,12,141691,689,231,40.054
488,2020,05,04,1,0,0,20,17,5,12,141691,968,219,38.247
489,2020,05,05,2,0,0,20,17,36,12,141691,572,208,42.517
490,2020,05,06,3,0,0,20,16,36,12,141691,683,190,20.831
491,2020,05,07,4,0,0,22,15,32,12,141691,614,174,20.622
492,2020,05,08,5,0,0,22,17,27,12,141691,491,164,18.812
493,2020,05,09,6,1,36,23,19,5,12,141691,310,154,26.806
494,2020,05,10,7,1,37,20,18,26,12,141691,852,148,39.417
495,2020,05,11,1,0,0,20,16,36,12,141691,214,139,24.67
496,2020,05,12,2,0,0,18,13,32,12,141691,299,122,32.397
497,2020,05,13,3,0,0,18,16,5,12,141691,783,118,32.919
498,2020,05,14,4,0,0,20,17,9,12,141691,785,107,27.219
499,2020,05,15,5,0,0,22,17,9,12,141691,1259,105,21.387
500,2020,05,16,6,1,36,22,18,34,12,141691,1010,108,44.553
501,2020,05,17,7,1,37,22,17,5,12,141691,1032,104,46.4
502,2020,05,18,1,0,0,20,17,36,12,141691,744,104,25.444
503,2020,05,19,2,0,0,18,14,36,12,141691,299,104,40.176
504,2020,05,20,3,0,0,20,15,35,12,141691,903,100,8.884
505,2020,05,21,4,0,0,20,14,35,12,141691,599,93,15.581
506,2020,05,22,5,0,0,20,15,35,12,141691,523,85,28.368
507,2020,05,23,6,1,36,20,15,36,12,141691,576,79,56.481
508,2020,05,24,7,1,37,20,17,36,12,141691,1151,74,50.817
509,2020,05,25,1,0,0,22,16,10,12,141691,548,72,33.596
510,2020,05,26,2,0,0,22,17,35,12,141691,204,68,24.94
511,2020,05,27,3,0,0,20,15,36,12,141691,766,65,24.328
512,2020,05,28,4,0,0,20,15,36,12,141691,869,57,20.98
513,2020,05,29,5,0,0,22,17,32,12,141691,794,53,23.995
514,2020,05,30,6,1,36,23,18,34,12,141691,846,51,42.462
515,2020,05,31,7,1,37,22,18,32,12,141691,1029,45,2.444
516,2020,06,01,1,0,0,22,17,36,12,141691,573,42,3.716
517,2020,06,02,2,0,0,23,18,32,12,141691,208,42,12.191
518,2020,06,03,3,0,0,22,19,10,12,141691,1241,42,19.679
519,2020,06,04,4,0,0,23,19,5,12,141691,634,42,23.772
520,2020,06,05,5,0,0,23,19,10,12,141691,719,33,27.648
521,2020,06,06,6,1,36,23,19,36,12,141691,369,30,45.165
522,2020,06,07,7,1,37,22,17,33,12,141691,963,27,51.137
523,2020,06,08,1,0,0,23,16,32,12,141691,439,26,28.547
524,2020,06,09,2,0,0,23,17,32,12,141691,310,25,33.964
525,2020,06,10,3,0,0,23,19,36,12,141691,777,22,24.282
526,2020,06,11,4,0,0,23,18,32,12,141691,727,21,14.757
527,2020,06,12,5,0,0,23,20,9,12,141691,914,22,24.183
528,2020,06,13,6,1,36,23,20,25,12,141691,557,21,26.545
529,2020,06,14,7,1,37,23,19,34,12,141691,1099,19,33.917
530,2020,06,15,1,0,0,23,19,34,12,141691,959,16,26.686
531,2020,06,16,2,0,0,25,20,34,12,141691,708,16,29.778
532,2020,06,17,3,0,0,23,20,34,12,141691,1370,15,15.759
533,2020,06,18,4,0,0,23,20,32,12,141691,1157,15,19.426
534,2020,06,19,5,0,0,25,20,32,12,141691,1018,14,28.432
535,2020,06,20,6,0,26,23,20,32,12,141691,691,14,35.567
536,2020,06,21,7,1,37,25,20,32,12,141691,1538,13,32.16
537,2020,06,22,1,0,0,25,20,32,12,141691,1316,13,14.554
538,2020,06,23,2,0,0,25,20,32,12,141691,552,12,21.073
539,2020,06,24,3,0,0,25,21,37,12,141691,1489,12,24.41
540,2020,06,25,4,1,28,25,20,34,12,141691,884,12,28.527
541,2020,06,26,5,1,27,25,20,34,12,141691,780,12,21.319
542,2020,06,27,6,1,36,25,20,34,12,141691,912,12,35.603
543,2020,06,28,7,1,37,25,20,34,12,141691,1425,12,43.902
544,2020,06,29,1,0,0,25,20,34,12,141691,866,12,30.143
545,2020,06,30,2,0,0,26,21,34,12,141691,668,12,25.106
546,2020,07,01,3,0,0,25,20,34,12,141691,1653,11,26.93
547,2020,07,02,4,0,0,25,20,36,12,141691,532,12,26.209
548,2020,07,03,5,0,0,25,20,34,12,141691,1007,12,22.873
549,2020,07,04,6,1,36,25,20,34,12,141691,892,12,37.752
550,2020,07,05,7,1,37,25,20,34,12,141691,1054,12,44.189
551,2020,07,06,1,0,0,25,20,34,12,141691,1524,11,31.607
552,2020,07,07,2,0,0,25,20,34,12,141691,565,11,24.955
553,2020,07,08,3,0,0,26,20,34,12,141691,1440,11,17.0
554,2020,07,09,4,0,0,26,19,34,12,141691,565,12,12.966
555,2020,07,10,5,0,0,25,21,34,12,141691,852,12,25.802
556,2020,07,11,6,1,36,25,21,34,12,141691,1024,12,43.988
557,2020,07,12,7,1,37,25,21,5,12,141691,1325,12,33.125
558,2020,07,13,1,0,0,25,21,34,12,141691,737,12,21.994
559,2020,07,14,2,0,0,25,21,34,12,141691,744,10,23.445
560,2020,07,15,3,0,0,26,21,34,12,141691,1599,9,19.238
561,2020,07,16,4,0,0,25,21,34,12,141691,1357,10,14.923
562,2020,07,17,5,0,0,25,21,37,12,141691,1903,11,29.366
563,2020,07,18,6,1,36,25,22,5,12,141691,1140,11,41.82
564,2020,07,19,7,1,37,25,21,5,12,141691,2371,11,46.415
565,2020,07,20,1,0,0,25,21,9,12,141691,1000,11,28.36
566,2020,07,21,2,0,0,25,21,9,12,141691,880,11,33.132
567,2020,07,22,3,0,0,25,21,9,12,141691,1505,11,29.168
568,2020,07,23,4,0,0,25,21,34,12,141691,1180,11,19.925
569,2020,07,24,5,0,0,26,22,5,12,141691,1437,11,22.852
570,2020,07,25,6,1,36,25,20,36,12,141691,1096,13,36.541
571,2020,07,26,7,1,37,25,20,34,12,141691,2052,13,49.47
572,2020,07,27,1,0,0,25,21,34,12,141691,914,13,34.307
573,2020,07,28,2,0,0,23,19,36,12,141691,719,11,21.221
574,2020,07,29,3,0,0,25,20,5,12,141691,1429,11,20.431
575,2020,07,30,4,0,0,25,20,5,12,141691,1176,11,18.244
576,2020,07,31,5,0,0,25,21,34,12,141691,1651,11,26.063
577,2020,08,01,6,1,36,25,22,34,12,141691,986,11,46.233
578,2020,08,02,7,1,37,23,20,8,12,141691,2093,11,56.137
579,2020,08,03,1,0,0,25,17,34,12,141691,1144,11,11.907
580,2020,08,04,2,0,0,25,20,34,12,141691,703,11,19.809
581,2020,08,05,3,0,0,25,20,34,12,141691,1256,15,19.052
582,2020,08,06,4,0,0,25,21,9,12,141691,1189,15,14.372
583,2020,08,07,5,0,0,25,21,5,12,141691,1176,18,18.048
584,2020,08,08,6,1,36,23,20,34,12,141691,579,18,33.183
585,2020,08,09,7,1,37,25,21,34,12,141691,2179,18,30.269
586,2020,08,10,1,0,0,25,20,34,12,141691,863,22,22.849
587,2020,08,11,2,0,0,25,20,34,12,141691,697,27,32.078
588,2020,08,12,3,0,0,25,20,37,12,141691,1455,27,19.174
589,2020,08,13,4,0,0,23,21,25,12,141691,1249,27,20.205
590,2020,08,14,5,0,0,23,20,27,12,141691,1673,27,16.575
591,2020,08,15,6,1,36,23,20,5,12,141691,814,33,41.961
592,2020,08,16,7,1,37,23,20,5,12,141691,2597,34,44.948
593,2020,08,17,1,0,0,25,21,5,12,141691,959,33,26.974
594,2020,08,18,2,0,0,25,21,5,12,141691,991,35,24.322
595,2020,08,19,3,0,0,25,21,25,12,141691,2010,35,17.373
596,2020,08,20,4,0,0,23,21,25,12,141691,1390,36,21.163
597,2020,08,21,5,0,0,23,21,8,12,141691,2366,36,23.186
598,2020,08,22,6,1,36,23,18,33,12,141691,546,38,32.446
599,2020,08,23,7,1,37,25,19,34,12,141691,2620,36,32.024
600,2020,08,24,1,0,0,25,21,34,12,141691,757,36,51.395
601,2020,08,25,2,0,0,25,22,34,12,141691,797,37,61.004
602,2020,08,26,3,0,0,25,20,34,12,141691,1616,31,30.112
603,2020,08,27,4,0,0,25,21,34,12,141691,1374,31,3.718
604,2020,08,28,5,0,0,25,20,34,12,141691,2111,31,20.441
605,2020,08,29,6,1,36,25,19,34,12,141691,573,32,43.527
606,2020,08,30,7,1,37,23,20,37,12,141691,2983,34,37.693
607,2020,08,31,1,0,0,23,19,36,12,141691,940,35,46.43
608,2020,09,01,2,0,0,25,19,34,12,141691,775,36,31.743
609,2020,09,02,3,0,4,23,22,36,12,141691,1742,29,14.348
610,2020,09,03,4,0,30,23,19,34,12,141691,1742,29,15.934
611,2020,09,04,5,0,0,22,19,10,12,141691,1979,30,17.549
612,2020,09,05,6,1,36,20,18,37,12,141691,555,30,37.091
613,2020,09,06,7,1,37,20,18,9,12,141691,2751,30,64.866
614,2020,09,07,1,0,0,23,20,27,12,141691,853,30,28.575
615,2020,09,08,2,0,0,23,19,34,12,141691,819,0,26.026
616,2020,09,09,3,0,0,22,19,8,12,141691,2189,0,11.96
617,2020,09,10,4,0,0,23,18,34,12,141691,1376,0,13.14
618,2020,09,11,5,0,0,23,20,36,12,141691,2219,0,19.312
619,2020,09,12,6,1,36,23,18,36,12,141691,678,0,38.87
620,2020,09,13,7,1,37,23,19,36,12,141691,2984,0,30.515
621,2020,09,14,1,0,0,23,19,37,12,141691,1223,0,17.557
622,2020,09,15,2,0,0,23,20,5,12,141691,1314,0,23.34
623,2020,09,16,3,0,0,25,20,34,12,141691,1739,0,12.37
624,2020,09,17,4,0,0,25,20,5,12,141691,1314,0,16.473
625,2020,09,18,5,0,0,23,20,34,12,141691,2298,0,15.118
626,2020,09,19,6,1,36,23,19,36,12,141691,533,0,23.47
627,2020,09,20,7,1,37,23,17,36,12,141691,2597,0,38.814
628,2020,09,21,1,0,0,22,18,34,12,141691,1158,0,17.028
629,2020,09,22,2,0,0,22,18,5,12,141691,1357,0,17.289
630,2020,09,23,3,0,0,20,18,5,12,141691,2010,0,17.96
631,2020,09,24,4,0,0,20,16,36,12,141691,1946,0,25.255
632,2020,09,25,5,0,0,20,16,8,12,141691,2584,0,16.507
633,2020,09,26,6,0,26,18,15,33,12,141691,809,0,24.933
634,2020,09,27,7,1,37,20,13,36,12,141691,2599,0,34.554
635,2020,09,28,1,0,15,20,14,34,12,141691,1693,0,33.107
636,2020,09,29,2,0,0,20,16,5,12,141691,1850,0,22.735
637,2020,09,30,3,0,0,24,11,24,12,141691,2264,0,32.177
