,SDATE,HOLIDAY,CELEBRATION,STOREID,PRODUCTID,LOW_TEMP,HIGH_TEMP,SKY,ENTRY,EXIT,ONSALE,COVID19,TARGET
50,2020/11/20,N,0,12,141691,22℃,25℃,阴~小雨,1981,1521,Y,0,18.089
51,2020/11/21,Y,週六,12,141691,22℃,25℃,阴~晴,884,652,Y,0,31.914
52,2020/11/22,Y,週日,12,141691,21℃,26℃,晴~小雨,2494,1432,N,0,36.553
53,2020/11/23,N,0,12,141691,21℃,22℃,阴~小雨,980,847,Y,0,22.323
54,2020/11/24,N,0,12,141691,21℃,22℃,阴~小雨,1318,764,Y,0,17.932
55,2020/11/25,N,0,12,141691,21℃,25℃,阴~小雨,1671,1646,Y,0,13.308
56,2020/11/26,N,0,12,141691,19℃,25℃,多云~小雨,1175,1185,Y,0,14.595
57,2020/11/27,N,0,12,141691,18℃,21℃,阴~小雨,2414,1508,Y,0,15.766
58,2020/11/28,Y,週六,12,141691,18℃,20℃,阴~小雨,964,835,Y,0,34.453
59,2020/11/29,Y,週日,12,141691,18℃,20℃,小雨,2615,1766,Y,0,32.991
60,2020/11/30,N,0,12,141691,20°C,18℃,小雨,1163,1272,Y,0,28.462
61,2020/12/01,N,0,12,141691,18℃,20℃,阴~小雨,1049,684,Y,0,18.074
62,2020/12/02,N,0,12,141691,16℃,20℃,阴~小雨,1787,2018,Y,0,15.274
63,2020/12/03,N,0,12,141691,16℃,19℃,阴~小雨,1332,1292,Y,0,13.379
64,2020/12/04,N,0,12,141691,17℃,19℃,阴~小雨,2179,1520,Y,0,10.905
65,2020/12/05,Y,週六,12,141691,18℃,18℃,阴~小雨,914,748,Y,0,27.185
66,2020/12/06,Y,週日,12,141691,19℃,21℃,阴~中雨,2432,1198,Y,0,32.778
67,2020/12/07,N,0,12,141691,18℃,22℃,阴~中雨,1274,845,Y,0,22.754
68,2020/12/08,N,0,12,141691,19℃,19℃,阴~中雨,1145,901,Y,0,24.428
69,2020/12/09,N,0,12,141691,20℃,20℃,阴~中雨,2074,2031,Y,0,18.392
70,2020/12/10,N,0,12,141691,20℃,21℃,阴~小雨,1773,1277,Y,0,17.12
71,2020/12/11,N,0,12,141691,18℃,21℃,阴~小雨,3335,1520,Y,0,18.302
72,2020/12/12,Y,週六,12,141691,17℃,19℃,阴~多云,1464,1242,Y,0,39.892
73,2020/12/13,Y,週日,12,141691,17℃,20℃,多云~小雨,4514,1232,Y,0,31.204
74,2020/12/14,N,0,12,141691,15℃,18℃,阴~小雨,2011,889,Y,0,26.084
75,2020/12/15,N,0,12,141691,15℃,16℃,阴~小雨,1162,816,Y,0,3.998
76,2020/12/16,N,0,12,141691,15℃,16℃,阴~中雨,1545,1669,Y,0,13.321
77,2020/12/17,N,0,12,141691,17℃,17℃,阴~小雨,1197,1118,Y,0,15.895
78,2020/12/18,N,0,12,141691,16℃,19℃,阴~小雨,2361,1789,Y,0,18.098
79,2020/12/19,Y,週六,12,141691,15℃,17℃,阴~小雨,909,842,Y,0,51.747
80,2020/12/20,Y,週日,12,141691,15℃,17℃,阴~小雨,2620,1283,Y,0,26.535
81,2020/12/21,N,0,12,141691,15℃,18℃,小雨,1119,847,Y,0,27.684
82,2020/12/22,N,0,12,141691,19℃,20℃,阴~小雨,1351,774,Y,0,16.544
83,2020/12/23,N,0,12,141691,18℃,21℃,阴~小雨,1712,1503,Y,0,17.253
84,2020/12/24,N,0,12,141691,16℃,19℃,阴~小雨,1604,1348,Y,0,28.995
85,2020/12/25,N,行憲紀念日,12,141691,17℃,17℃,阴~小雨,2506,1559,Y,0,26.234
86,2020/12/26,Y,週六,12,141691,17℃,20℃,多云,1163,1139,Y,0,37.758
87,2020/12/27,Y,週日,12,141691,18℃,21℃,阴~小雨,2533,1259,N,0,43.475
88,2020/12/28,N,0,12,141691,19℃,20℃,阴~多云,1208,1191,Y,0,25.849
89,2020/12/29,N,0,12,141691,11℃,23℃,阴~小雨,1285,896,Y,0,38.889
90,2020/12/30,N,0,12,141691,7℃,12℃,小雨,1791,1575,Y,0,28.531
91,2020/12/31,N,0,12,141691,12°C,7℃,小雨,1239,1458,Y,0,31.769
