,SDATE,HOLIDAY,CELEBRATION,STOREID,PRODUCTID,LOW_TEMP,HIGH_TEMP,SKY,ENTRY,EXIT,ONSALE,COVID19,TARGET
588,2020/08/13,N,0,12,744524,25℃,32℃,晴,1249,1437,Y,27,12.099
589,2020/08/14,N,0,12,744524,25℃,31℃,晴~多云,1673,1899,Y,27,15.681
590,2020/08/15,Y,週六,12,744524,25℃,31℃,多云,814,647,Y,33,23.653
591,2020/08/16,Y,週日,12,744524,25℃,31℃,多云,2597,1633,Y,34,26.056
592,2020/08/17,N,0,12,744524,26℃,32℃,多云,959,1803,Y,33,21.19
593,2020/08/18,N,0,12,744524,26℃,32℃,多云,991,1622,Y,35,11.303
594,2020/08/19,N,0,12,744524,26℃,32℃,晴,2010,2341,Y,35,10.657
595,2020/08/20,N,0,12,744524,25℃,32℃,晴,1390,2303,Y,36,16.135
596,2020/08/21,N,0,12,744524,25℃,32℃,多云~小雨,2366,1982,Y,36,12.054
597,2020/08/22,Y,週六,12,744524,25℃,29℃,阴~中雨,546,535,Y,38,27.095
598,2020/08/23,Y,週日,12,744524,26℃,30℃,阴~多云,2620,1827,Y,36,23.182
599,2020/08/24,N,0,12,744524,26℃,32℃,阴~多云,757,2020,Y,36,10.003
600,2020/08/25,N,0,12,744524,26℃,33℃,阴~多云,797,1279,Y,37,16.794
601,2020/08/26,N,0,12,744524,26℃,31℃,阴~多云,1616,2237,Y,31,20.607
602,2020/08/27,N,0,12,744524,26℃,32℃,阴~多云,1374,2436,Y,31,46.771
603,2020/08/28,N,0,12,744524,26℃,31℃,阴~多云,2111,2571,Y,31,11.167
604,2020/08/29,Y,週六,12,744524,26℃,30℃,阴~多云,573,483,Y,32,24.13
605,2020/08/30,Y,週日,12,744524,25℃,31℃,阴~晴,2983,1908,Y,34,24.566
606,2020/08/31,N,0,12,744524,25℃,30℃,阴~小雨,940,2145,Y,35,14.55
607,2020/09/01,N,0,12,744524,26℃,30℃,阴~多云,775,1167,Y,36,19.3
608,2020/09/02,N,中元節,12,744524,25℃,33℃,阴~小雨,1742,2534,Y,29,12.345
609,2020/09/03,N,軍人節,12,744524,25℃,30℃,阴~多云,1742,2250,Y,29,9.215
610,2020/09/04,N,0,12,744524,24℃,30℃,多云~阴,1979,1914,Y,30,10.152
611,2020/09/05,Y,週六,12,744524,23℃,29℃,阴~晴,555,639,Y,30,16.417
612,2020/09/06,Y,週日,12,744524,23℃,29℃,多云~晴,2751,1670,Y,30,13.502
613,2020/09/07,N,0,12,744524,25℃,31℃,晴~多云,853,1649,Y,30,14.036
614,2020/09/08,N,0,12,744524,25℃,30℃,阴~多云,819,1076,Y,0,17.853
615,2020/09/09,N,0,12,744524,24℃,30℃,多云~小雨,2189,2213,Y,0,14.392
616,2020/09/10,N,0,12,744524,25℃,29℃,阴~多云,1376,2221,Y,0,9.448
617,2020/09/11,N,0,12,744524,25℃,31℃,阴~小雨,2219,2117,Y,0,18.521
618,2020/09/12,Y,週六,12,744524,25℃,29℃,阴~小雨,678,855,Y,0,20.421
619,2020/09/13,Y,週日,12,744524,25℃,30℃,阴~小雨,2984,1682,Y,0,21.554
620,2020/09/14,N,0,12,744524,25℃,30℃,阴~晴,1223,1650,Y,0,12.122
621,2020/09/15,N,0,12,744524,25℃,31℃,多云,1314,1562,Y,0,13.266
622,2020/09/16,N,0,12,744524,26℃,31℃,阴~多云,1739,2093,Y,0,5.679
623,2020/09/17,N,0,12,744524,26℃,31℃,多云,1314,1914,Y,0,10.081
624,2020/09/18,N,0,12,744524,25℃,31℃,阴~多云,2298,2412,Y,0,10.256
625,2020/09/19,Y,週六,12,744524,25℃,30℃,阴~小雨,533,667,Y,0,15.32
626,2020/09/20,Y,週日,12,744524,25℃,28℃,阴~小雨,2597,1730,Y,0,22.334
627,2020/09/21,N,0,12,744524,24℃,29℃,阴~多云,1158,1630,Y,0,13.113
628,2020/09/22,N,0,12,744524,24℃,29℃,多云,1357,1176,Y,0,14.458
629,2020/09/23,N,0,12,744524,23℃,29℃,多云,2010,2609,Y,0,11.62
630,2020/09/24,N,0,12,744524,23℃,27℃,阴~小雨,1946,2058,Y,0,10.303
631,2020/09/25,N,0,12,744524,23℃,27℃,多云~小雨,2584,1776,Y,0,11.289
632,2020/09/26,N,特殊工作日,12,744524,22℃,26℃,阴~中雨,809,481,Y,0,12.478
633,2020/09/27,Y,週日,12,744524,23℃,24℃,阴~小雨,2599,1652,Y,0,25.696
634,2020/09/28,N,教師節,12,744524,23℃,25℃,阴~多云,1693,1472,Y,0,14.026
635,2020/09/29,N,0,12,744524,23℃,27℃,多云,1850,1165,Y,0,24.261
636,2020/09/30,N,0,12,744524,26°C,22℃,小雨转多云,2264,1642,Y,0,15.448
