,SDATE,HOLIDAY,CELEBRATION,STOREID,PRODUCTID,LOW_TEMP,HIGH_TEMP,SKY,ENTRY,EXIT,ONSALE,COVID19,TARGET
54,2019/02/24,Y,週日,12,744524,13℃,16℃,中雨~小雨,72154,76538,Y,0,27.202
55,2019/02/25,N,0,12,744524,15℃,18℃,小雨,65032,72578,Y,0,10.346
56,2019/02/26,N,0,12,744524,16℃,19℃,阴~多云,58642,66190,Y,0,12.151
57,2019/02/27,N,0,12,744524,17℃,22℃,多云~阴,51689,63972,Y,0,12.412
58,2019/02/28,Y,228連假,12,744524,15℃,19℃,小雨~阴,38813,52154,Y,0,10.756
59,2019/03/01,Y,228彈性放假,12,744524,16℃,20℃,阴~小雨,52483,66296,Y,0,16.66
60,2019/03/02,Y,週六,12,744524,18℃,23℃,多云~小雨,52992,63126,Y,0,17.102
61,2019/03/03,Y,週日,12,744524,14℃,20℃,中雨~阴,50944,71124,Y,0,31.012
62,2019/03/04,N,0,12,744524,14℃,22℃,阴~小雨,46946,70288,Y,0,17.813
63,2019/03/05,N,0,12,744524,16℃,22℃,阴~小雨,53686,69717,Y,0,16.383
64,2019/03/06,N,0,12,744524,14℃,19℃,小雨~中雨,62789,78367,Y,0,17.955
65,2019/03/07,N,0,12,744524,12℃,15℃,中雨,61423,72216,Y,0,13.154
66,2019/03/08,N,婦女節,12,744524,13℃,17℃,中雨~大雨,76363,78292,Y,0,22.544
67,2019/03/09,Y,週六,12,744524,16℃,20℃,大雨,70643,76867,Y,0,34.192
68,2019/03/10,Y,週日,12,744524,14℃,17℃,小雨~多云,66910,86282,Y,0,35.488
69,2019/03/11,N,0,12,744524,14℃,18℃,小雨~多云,61240,81317,Y,0,15.504
70,2019/03/12,N,0,12,744524,17℃,22℃,晴,59404,86832,Y,0,22.188
71,2019/03/13,N,0,12,744524,16℃,22℃,小雨~多云,67655,96744,Y,0,11.204
72,2019/03/14,N,0,12,744524,15℃,22℃,阴~小雨,72737,97992,Y,0,13.839
73,2019/03/15,N,0,12,744524,15℃,19℃,多云,86394,80172,Y,0,14.766
74,2019/03/16,Y,週六,12,744524,16℃,20℃,阴~多云,91612,61377,Y,0,30.968
75,2019/03/17,Y,週日,12,744524,18℃,22℃,多云~小雨,101329,75571,Y,0,26.661
76,2019/03/18,N,0,12,744524,17℃,22℃,阴~多云,90794,71156,Y,0,16.083
77,2019/03/19,N,0,12,744524,18℃,23℃,阴~多云,80480,64359,Y,0,15.424
78,2019/03/20,N,0,12,744524,19℃,26℃,多云,73826,64088,Y,0,15.697
79,2019/03/21,N,0,12,744524,19℃,26℃,多云~小雨,74616,70635,Y,0,9.244
80,2019/03/22,N,0,12,744524,14℃,20℃,小雨,79725,75973,Y,0,5.628
81,2019/03/23,Y,週六,12,744524,14℃,17℃,小雨,75996,74205,Y,0,23.093
82,2019/03/24,Y,週日,12,744524,16℃,19℃,小雨,84587,84486,Y,0,29.495
83,2019/03/25,N,0,12,744524,16℃,21℃,小雨~多云,76344,79713,Y,0,14.1
84,2019/03/26,N,0,12,744524,16℃,22℃,多云,72578,76278,Y,0,10.486
85,2019/03/27,N,0,12,744524,18℃,24℃,多云,57981,74180,Y,0,9.011
86,2019/03/28,N,0,12,744524,20℃,27℃,阴~多云,44289,62083,Y,0,9.622
87,2019/03/29,N,青年節,12,744524,18℃,23℃,小雨~中雨,57519,72111,Y,0,12.824
88,2019/03/30,Y,週六,12,744524,18℃,23℃,阴~小雨,83335,76852,Y,0,23.116
89,2019/03/31,Y,週日,12,744524,15℃,19℃,小雨,84438,87931,Y,0,19.381
90,2019/04/01,N,0,12,744524,16℃,20℃,小雨,80364,84991,Y,0,9.719
91,2019/04/02,N,0,12,744524,18℃,22℃,小雨,73149,78377,Y,0,11.323
92,2019/04/03,N,0,12,744524,19℃,22℃,小雨~多云,78096,77722,Y,0,12.37
93,2019/04/04,Y,兒童節,12,744524,19℃,25℃,阴,83076,76539,Y,0,13.275
94,2019/04/05,Y,清明節,12,744524,19℃,23℃,阴~多云,71724,78757,Y,0,13.373
95,2019/04/06,Y,週六,12,744524,20℃,25℃,多云,88152,80044,Y,0,16.346
96,2019/04/07,Y,週日,12,744524,21℃,25℃,多云,86588,90052,Y,0,40.553
97,2019/04/08,N,0,12,744524,20℃,26℃,多云,79834,84855,Y,0,7.659
98,2019/04/09,N,0,12,744524,22℃,27℃,多云,75689,81974,Y,0,0.64
99,2019/04/10,N,0,12,744524,18℃,27℃,阴,78037,83378,Y,0,10.574
100,2019/04/11,N,0,12,744524,17℃,24℃,小雨~中雨,73264,86926,Y,0,13.606
101,2019/04/12,N,0,12,744524,17℃,21℃,阴~小雨,56236,79503,Y,0,7.132
102,2019/04/13,Y,週六,12,744524,20℃,25℃,阴~小雨,81375,91774,Y,0,14.137
103,2019/04/14,Y,週日,12,744524,18℃,23℃,小雨,81834,95806,Y,0,28.206
104,2019/04/15,N,0,12,744524,19℃,22℃,小雨,71111,78547,Y,0,7.866
105,2019/04/16,N,0,12,744524,19℃,22℃,小雨,69249,78077,Y,0,8.038
106,2019/04/17,N,0,12,744524,19℃,23℃,多云,76440,92445,Y,0,9.078
107,2019/04/18,N,0,12,744524,21℃,25℃,阴,78434,88998,Y,0,8.15
108,2019/04/19,N,0,12,744524,21℃,25℃,中雨~大雨,83039,64673,Y,0,13.238
109,2019/04/20,Y,週六,12,744524,22℃,25℃,小雨,87430,74440,Y,0,30.888
110,2019/04/21,Y,週日,12,744524,22℃,25℃,小雨,107353,90761,Y,0,29.406
111,2019/04/22,N,0,12,744524,22℃,26℃,小雨~阴,89970,83713,Y,0,13.366
112,2019/04/23,N,0,12,744524,22℃,28℃,多云,79872,74347,Y,0,14.393
113,2019/04/24,N,0,12,744524,22℃,28℃,阴,76099,74452,Y,0,4.485
114,2019/04/25,N,0,12,744524,22℃,28℃,多云~小雨,79922,75935,Y,0,8.38
115,2019/04/26,N,0,12,744524,21℃,26℃,小雨,88215,83344,Y,0,9.351
116,2019/04/27,Y,週六,12,744524,21℃,25℃,小雨~阴,88787,76072,Y,0,28.216
117,2019/04/28,Y,週日,12,744524,22℃,26℃,小雨~多云,90238,84520,Y,0,19.766
118,2019/04/29,N,0,12,744524,22℃,26℃,多云~阴,85470,86863,Y,0,13.432
119,2019/04/30,N,0,12,744524,21℃,28℃,小雨~大雨,81283,79527,Y,0,9.781
120,2019/05/01,N,勞動節,12,744524,19℃,22℃,小雨~多云,81767,77208,Y,0,24.207
121,2019/05/02,N,0,12,744524,19℃,22℃,中雨~小雨,83505,83337,Y,0,9.798
122,2019/05/03,N,0,12,744524,20℃,23℃,阴~小雨,89830,86939,Y,0,11.429
123,2019/05/04,Y,週六,12,744524,21℃,25℃,小雨~阴,91223,93135,Y,0,20.37
124,2019/05/05,Y,週日,12,744524,22℃,25℃,阴~小雨,93642,96277,Y,0,14.297
125,2019/05/06,N,0,12,744524,20℃,23℃,小雨~中雨,84468,84820,Y,0,10.078
126,2019/05/07,N,0,12,744524,20℃,22℃,小雨,88119,82152,Y,0,15.88
127,2019/05/08,N,0,12,744524,21℃,24℃,小雨~阴,83348,77621,Y,0,11.331
128,2019/05/09,N,0,12,744524,22℃,23℃,小雨,84186,78963,Y,0,9.814
129,2019/05/10,N,0,12,744524,22℃,24℃,小雨,98636,90574,Y,0,16.357
130,2019/05/11,Y,週六,12,744524,22℃,25℃,小雨,91028,84173,Y,0,21.284
131,2019/05/12,Y,週日,12,744524,23℃,27℃,小雨,95283,81899,Y,0,16.273
132,2019/05/13,N,0,12,744524,23℃,28℃,多云,83511,68302,Y,0,6.278
133,2019/05/14,N,0,12,744524,23℃,27℃,多云~阴,86213,73113,Y,0,17.703
134,2019/05/15,N,0,12,744524,23℃,27℃,多云,101247,84715,Y,0,6.088
135,2019/05/16,N,0,12,744524,24℃,28℃,小雨,81297,78642,Y,0,5.255
136,2019/05/17,N,0,12,744524,24℃,28℃,小雨,75391,89193,Y,0,9.09
137,2019/05/18,Y,週六,12,744524,24℃,28℃,小雨~阴,68382,90146,Y,0,27.975
138,2019/05/19,Y,週日,12,744524,24℃,28℃,小雨~阴,76334,89486,Y,0,16.71
139,2019/05/20,N,0,12,744524,21℃,26℃,大雨~小雨,61855,86339,Y,0,6.506
140,2019/05/21,N,0,12,744524,20℃,23℃,多云,61636,83654,Y,0,14.931
141,2019/05/22,N,0,12,744524,21℃,26℃,多云~小雨,61673,77578,Y,0,8.068
142,2019/05/23,N,0,12,744524,22℃,25℃,小雨~多云,65951,75570,Y,0,11.597
143,2019/05/24,N,0,12,744524,23℃,26℃,多云,79781,81249,Y,0,8.669
144,2019/05/25,Y,週六,12,744524,23℃,26℃,阴,81103,78373,Y,0,22.697
145,2019/05/26,Y,週日,12,744524,23℃,27℃,阴,84666,83689,Y,0,18.37
146,2019/05/27,N,0,12,744524,23℃,27℃,小雨,71871,85330,Y,0,10.972
147,2019/05/28,N,0,12,744524,21℃,25℃,中雨~小雨,68824,78314,Y,0,11.315
148,2019/05/29,N,0,12,744524,21℃,24℃,阴~多云,77964,82732,Y,0,9.889
149,2019/05/30,N,0,12,744524,23℃,27℃,多云~阴,79665,76959,Y,0,10.045
150,2019/05/31,N,0,12,744524,23℃,27℃,小雨,85231,90171,Y,0,16.103
151,2019/06/01,Y,週六,12,744524,24℃,27℃,中雨~小雨,86492,80824,Y,0,23.84
152,2019/06/02,Y,週日,12,744524,24℃,28℃,多云,87690,87158,Y,0,17.472
153,2019/06/03,N,0,12,744524,23℃,28℃,小雨,82132,88972,Y,0,9.742
154,2019/06/04,N,0,12,744524,23℃,27℃,小雨~多云,74889,77584,Y,0,11.512
155,2019/06/05,N,0,12,744524,24℃,28℃,多云~阴,78776,81928,Y,0,8.419
156,2019/06/06,N,0,12,744524,25℃,29℃,阴,81635,83591,Y,0,10.843
157,2019/06/07,Y,端午節彈性放假,12,744524,25℃,29℃,阴,86838,84525,Y,0,9.947
158,2019/06/08,Y,週六,12,744524,24℃,29℃,阴,85932,79772,Y,0,12.892
159,2019/06/09,Y,週日,12,744524,25℃,29℃,阴,89842,85770,Y,0,23.118
160,2019/06/10,N,0,12,744524,23℃,28℃,中雨~大雨,84138,77785,Y,0,18.866
161,2019/06/11,N,0,12,744524,22℃,25℃,暴雨~中雨,82683,75032,Y,0,12.975
162,2019/06/12,N,0,12,744524,23℃,25℃,大雨~中雨,80746,75836,Y,0,11.364
163,2019/06/13,N,0,12,744524,23℃,25℃,大雨,78229,74339,Y,0,11.542
164,2019/06/14,N,0,12,744524,22℃,25℃,中雨~多云,83792,79973,Y,0,18.439
165,2019/06/15,Y,週六,12,744524,22℃,27℃,多云,88644,82220,Y,0,26.363
166,2019/06/16,Y,週日,12,744524,23℃,28℃,阴,81527,83018,Y,0,22.667
167,2019/06/17,N,0,12,744524,24℃,28℃,中雨~小雨,73551,70587,Y,0,7.681
168,2019/06/18,N,0,12,744524,25℃,29℃,小雨~阴,73330,75090,Y,0,18.097
169,2019/06/19,N,0,12,744524,26℃,30℃,阴,75932,75698,Y,0,7.964
170,2019/06/20,N,0,12,744524,25℃,30℃,阴,78368,83184,Y,0,10.534
171,2019/06/21,N,0,12,744524,26℃,31℃,多云~阴,77322,85583,Y,0,15.402
172,2019/06/22,Y,週六,12,744524,25℃,30℃,阴~小雨,78704,84586,Y,0,20.355
173,2019/06/23,Y,週日,12,744524,23℃,27℃,大雨~中雨,91559,93015,Y,0,23.309
174,2019/06/24,N,0,12,744524,22℃,26℃,大雨~小雨,80474,85003,Y,0,18.343
175,2019/06/25,N,0,12,744524,23℃,28℃,小雨,74036,78736,Y,0,18.335
176,2019/06/26,N,0,12,744524,23℃,27℃,小雨,78442,83398,Y,0,10.036
177,2019/06/27,N,0,12,744524,25℃,29℃,小雨~多云,73328,77449,Y,0,8.121
178,2019/06/28,N,0,12,744524,25℃,30℃,多云,92694,88800,Y,0,7.67
179,2019/06/29,Y,週六,12,744524,29℃,30℃,小雨,86014,83492,Y,0,18.891
180,2019/06/30,Y,週日,12,744524,26℃,30℃,小雨~阴,85637,92367,Y,0,18.8
181,2019/07/01,N,0,12,744524,26℃,29℃,阴,83637,89654,Y,0,11.206
182,2019/07/02,N,0,12,744524,26℃,30℃,中雨~小雨,76616,82908,Y,0,4.942
183,2019/07/03,N,0,12,744524,26℃,29℃,中雨~阴,76876,83223,Y,0,10.915
184,2019/07/04,N,0,12,744524,26℃,30℃,小雨~阴,81672,85754,Y,0,4.663
185,2019/07/05,N,0,12,744524,26℃,30℃,阴,84321,87051,Y,0,13.431
186,2019/07/06,Y,週六,12,744524,26℃,30℃,阴,85843,90559,Y,0,14.487
187,2019/07/07,Y,週日,12,744524,25℃,30℃,阴,83399,92097,Y,0,13.277
188,2019/07/08,N,0,12,744524,26℃,30℃,阴,77858,82554,Y,0,10.758
189,2019/07/09,N,0,12,744524,26℃,30℃,阴,79887,85844,Y,0,13.158
190,2019/07/10,N,0,12,744524,26℃,31℃,阴,75408,83380,Y,0,11.696
191,2019/07/11,N,0,12,744524,25℃,29℃,中雨~多云,80274,84369,Y,0,12.151
192,2019/07/12,N,0,12,744524,25℃,30℃,阴~多云,81468,89719,Y,0,9.166
193,2019/07/13,Y,週六,12,744524,26℃,31℃,阴,88670,94148,Y,0,23.324
194,2019/07/14,Y,週日,12,744524,25℃,30℃,阴,86265,93893,Y,0,19.322
195,2019/07/15,N,0,12,744524,25℃,30℃,阴~多云,79931,91601,Y,0,12.301
196,2019/07/16,N,0,12,744524,26℃,30℃,多云,76876,86055,Y,0,17.321
197,2019/07/17,N,0,12,744524,26℃,30℃,小雨,75561,83782,Y,0,24.669
198,2019/07/18,N,0,12,744524,26℃,29℃,中雨~小雨,80031,82254,Y,0,6.686
199,2019/07/19,N,0,12,744524,26℃,31℃,阴,85288,88444,Y,0,16.26
200,2019/07/20,Y,週六,12,744524,26℃,30℃,阴,85964,85221,Y,0,18.043
201,2019/07/21,Y,週日,12,744524,26℃,30℃,中雨~小雨,84392,88114,Y,0,15.251
202,2019/07/22,N,0,12,744524,25℃,30℃,中雨~多云,85409,89748,Y,0,11.568
203,2019/07/23,N,0,12,744524,26℃,30℃,小雨~多云,73581,75183,Y,0,13.26
204,2019/07/24,N,0,12,744524,26℃,29℃,阴~多云,76229,76622,Y,0,12.438
205,2019/07/25,N,0,12,744524,26℃,30℃,阴~多云,89425,83446,Y,0,9.022
206,2019/07/26,N,0,12,744524,25℃,30℃,小雨~多云,85619,80271,Y,0,15.3
207,2019/07/27,Y,週六,12,744524,25℃,30℃,中雨~多云,89578,79408,Y,0,15.241
208,2019/07/28,Y,週日,12,744524,25℃,29℃,小雨~多云,90909,86856,Y,0,27.911
209,2019/07/29,N,0,12,744524,25℃,31℃,多云,83236,81662,Y,0,10.671
210,2019/07/30,N,0,12,744524,26℃,31℃,多云,82388,78338,Y,0,15.705
211,2019/07/31,N,0,12,744524,25℃,31℃,多云,80138,78176,Y,0,7.664
212,2019/08/01,N,0,12,744524,25℃,30℃,多云,76933,73775,Y,0,10.63
213,2019/08/02,N,0,12,744524,25℃,30℃,多云,83784,77986,Y,0,10.959
214,2019/08/03,Y,週六,12,744524,25℃,30℃,多云,89977,83131,Y,0,13.081
215,2019/08/04,Y,週日,12,744524,25℃,30℃,晴,94395,90844,Y,0,20.81
216,2019/08/05,N,0,12,744524,26℃,30℃,多云,83844,81426,Y,0,11.49
217,2019/08/06,N,0,12,744524,26℃,31℃,多云,80172,75911,Y,0,13.85
218,2019/08/07,N,0,12,744524,26℃,30℃,小雨~中雨,89520,83339,Y,0,16.759
219,2019/08/08,N,0,12,744524,27℃,30℃,大雨,84766,78157,Y,0,19.057
220,2019/08/09,N,0,12,744524,27℃,31℃,暴雨~阴,90495,83191,Y,0,39.837
221,2019/08/10,Y,週六,12,744524,28℃,33℃,阴,94586,81841,Y,0,24.337
222,2019/08/11,Y,週日,12,744524,27℃,32℃,阴,92915,88685,Y,0,23.382
223,2019/08/12,N,0,12,744524,26℃,31℃,小雨~多云,86828,81584,Y,0,14.322
224,2019/08/13,N,0,12,744524,26℃,31℃,多云,81005,74570,Y,0,17.743
225,2019/08/14,N,0,12,744524,26℃,31℃,小雨~阴,85156,78659,Y,0,16.691
226,2019/08/15,N,中元節,12,744524,26℃,31℃,小雨~多云,80708,79232,Y,0,8.411
227,2019/08/16,N,0,12,744524,26℃,30℃,小雨~多云,87087,82390,Y,0,15.065
228,2019/08/17,Y,週六,12,744524,25℃,31℃,小雨~多云,88323,79167,Y,0,19.396
229,2019/08/18,Y,週日,12,744524,24℃,29℃,暴雨~大雨,89870,89576,Y,0,5.679
230,2019/08/19,N,0,12,744524,25℃,28℃,大雨~小雨,78586,77729,Y,0,16.551
231,2019/08/20,N,0,12,744524,25℃,29℃,小雨,77239,77638,Y,0,17.445
232,2019/08/21,N,0,12,744524,26℃,29℃,小雨~多云,80793,82309,Y,0,9.321
233,2019/08/22,N,0,12,744524,25℃,31℃,多云,73666,79460,Y,0,12.238
234,2019/08/23,N,0,12,744524,26℃,31℃,多云~中雨,45340,51003,Y,0,13.125
235,2019/08/24,Y,週六,12,744524,26℃,29℃,中雨~小雨,100087,94535,Y,0,16.601
236,2019/08/25,Y,週日,12,744524,26℃,31℃,小雨~阴,94702,96428,Y,0,12.699
237,2019/08/26,N,0,12,744524,25℃,30℃,阴~多云,79602,79372,Y,0,5.543
238,2019/08/27,N,0,12,744524,26℃,31℃,多云,72213,81471,Y,0,11.009
239,2019/08/28,N,0,12,744524,26℃,31℃,多云,80123,86895,Y,0,12.45
240,2019/08/29,N,0,12,744524,25℃,31℃,多云~小雨,75631,83071,Y,0,9.152
241,2019/08/30,N,0,12,744524,25℃,29℃,中雨~阴,81908,95396,Y,0,12.199
242,2019/08/31,Y,週六,12,744524,25℃,30℃,多云,85842,89570,Y,0,16.957
243,2019/09/01,Y,週日,12,744524,26℃,30℃,多云,84440,95061,Y,0,14.71
244,2019/09/02,N,0,12,744524,25℃,30℃,多云~阴,82251,89439,Y,0,15.118
245,2019/09/03,N,軍人節,12,744524,25℃,30℃,多云~小雨,76750,82758,Y,0,10.291
246,2019/09/04,N,0,12,744524,25℃,28℃,小雨~大雨,80455,86007,Y,0,11.41
247,2019/09/05,N,0,12,744524,25℃,28℃,大雨~小雨,77824,81536,Y,0,8.797
248,2019/09/06,N,0,12,744524,25℃,31℃,多云,87760,87922,Y,0,5.879
249,2019/09/07,Y,週六,12,744524,25℃,31℃,阴~多云,66582,69555,Y,0,20.457
250,2019/09/08,Y,週日,12,744524,24℃,30℃,小雨~晴,104119,92054,Y,0,15.306
251,2019/09/09,N,0,12,744524,25℃,30℃,多云,93464,83309,Y,0,15.937
252,2019/09/10,N,0,12,744524,25℃,31℃,多云,83326,78086,Y,0,17.351
253,2019/09/11,N,0,12,744524,25℃,31℃,多云,83470,76710,Y,0,12.579
254,2019/09/12,N,0,12,744524,25℃,31℃,多云,83600,73659,Y,0,13.389
255,2019/09/13,Y,中秋節,12,744524,25℃,31℃,多云,77378,78082,Y,0,31.221
256,2019/09/14,Y,週六,12,744524,25℃,30℃,多云~小雨,78071,76782,Y,0,20.318
257,2019/09/15,Y,週日,12,744524,25℃,29℃,小雨,79919,82933,Y,0,17.091
258,2019/09/16,N,0,12,744524,24℃,29℃,多云~小雨,66666,76345,Y,0,8.708
259,2019/09/17,N,0,12,744524,25℃,28℃,阴~小雨,63105,68975,Y,0,10.734
260,2019/09/18,N,0,12,744524,24℃,28℃,小雨,66367,69975,Y,0,13.558
261,2019/09/19,N,0,12,744524,24℃,27℃,阴~小雨,69597,67545,Y,0,10.645
262,2019/09/20,N,0,12,744524,22℃,26℃,大雨,81434,74054,Y,0,10.679
263,2019/09/21,Y,週六,12,744524,23℃,26℃,中雨~阴,75692,67155,Y,0,32.745
264,2019/09/22,Y,週日,12,744524,22℃,27℃,阴~多云,82965,75143,Y,0,30.914
265,2019/09/23,N,0,12,744524,22℃,26℃,多云,63930,63000,Y,0,15.885
266,2019/09/24,N,0,12,744524,22℃,26℃,多云,68602,57105,Y,0,14.262
267,2019/09/25,N,0,12,744524,21℃,25℃,多云,73208,66111,Y,0,13.51
268,2019/09/26,N,0,12,744524,22℃,25℃,小雨~中雨,77443,70865,Y,0,9.767
269,2019/09/27,N,0,12,744524,23℃,25℃,中雨~小雨,68007,69462,Y,0,13.375
270,2019/09/28,Y,教師節,12,744524,23℃,26℃,小雨,65982,61528,Y,0,19.88
271,2019/09/29,Y,週日,12,744524,24℃,27℃,小雨~中雨,84314,87941,Y,0,24.985
272,2019/09/30,N,0,12,744524,23℃,25℃,大暴雨~暴雨,71948,83765,Y,0,37.22
273,2019/10/01,N,0,12,744524,23℃,28℃,多云,65660,77139,Y,0,10.966
274,2019/10/02,N,0,12,744524,23℃,29℃,多云,60577,73920,Y,0,10.899
275,2019/10/03,N,0,12,744524,22℃,27℃,小雨~多云,62788,70924,Y,0,9.831
276,2019/10/04,N,0,12,744524,22℃,27℃,晴,75508,77135,Y,0,11.91
277,2019/10/05,N,0,12,744524,23℃,27℃,多云~小雨,78992,69718,Y,0,16.673
278,2019/10/06,Y,週日,12,744524,22℃,26℃,多云~晴,83161,77532,Y,0,32.827
279,2019/10/07,N,重陽節,12,744524,22℃,27℃,晴~多云,77517,77948,Y,0,20.324
280,2019/10/08,N,0,12,744524,22℃,26℃,多云~小雨,73456,67094,Y,0,11.474
281,2019/10/09,N,0,12,744524,21℃,25℃,多云~晴,77187,68240,Y,0,15.815
282,2019/10/10,Y,國慶日/雙十節彈性放假,12,744524,20℃,25℃,晴,76806,64425,Y,0,8.398
283,2019/10/11,Y,雙十節彈性放假,12,744524,21℃,26℃,晴,88328,67952,Y,0,11.078
284,2019/10/12,Y,週六,12,744524,21℃,26℃,多云,86963,64205,Y,0,10.806
285,2019/10/13,Y,週日,12,744524,21℃,25℃,多云,84485,65004,Y,0,18.866
286,2019/10/14,N,0,12,744524,21℃,24℃,多云~小雨,57485,48194,Y,0,18.522
287,2019/10/15,N,0,12,744524,19℃,23℃,小雨,93634,62193,Y,0,20.469
288,2019/10/16,N,0,12,744524,20℃,23℃,阴~小雨,77107,57769,Y,0,14.56
289,2019/10/17,N,0,12,744524,20℃,23℃,阴~多云,70177,63550,Y,0,8.85
290,2019/10/18,N,0,12,744524,20℃,23℃,多云~阴,69355,76965,Y,0,6.839
291,2019/10/19,Y,週六,12,744524,20℃,23℃,小雨,64384,86449,Y,0,16.685
